ns	from	to	predicate	reverse
abilities.org.ai	https://abilities.org.ai/1A4a7	https://onet.org.ai/Occupation/19-401300	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A4b1	https://onet.org.ai/Occupation/19-401300	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A4b2	https://onet.org.ai/Occupation/19-401300	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A4b3	https://onet.org.ai/Occupation/19-401300	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A4b4	https://onet.org.ai/Occupation/19-401300	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A4b5	https://onet.org.ai/Occupation/19-401300	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1a1	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1a2	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1a3	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1a4	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1b1	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1b2	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1b3	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1b4	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1b5	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1b6	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1b7	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1c1	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1c2	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1d1	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1e1	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1e2	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1e3	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1f1	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1f2	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1g1	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1g2	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A2a1	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A2a2	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A2a3	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A2b1	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A2b2	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A2b3	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A2b4	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A2c1	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A2c2	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A2c3	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A3a1	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A3a2	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A3a3	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A3a4	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A3b1	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A3c1	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A3c2	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A3c3	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A3c4	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A4a1	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A4a2	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A4a3	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A4a4	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A4a5	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A4a6	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A4a7	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A4b1	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A4b2	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A4b3	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A4b4	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A4b5	https://onet.org.ai/Occupation/19-402100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1a1	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1a2	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1a3	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1a4	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1b1	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1b2	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1b3	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1b4	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1b5	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1b6	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1b7	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1c1	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1c2	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1d1	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1e1	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1e2	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1e3	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1f1	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1f2	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1g1	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1g2	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A2a1	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A2a2	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A2a3	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A2b1	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A2b2	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A2b3	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A2b4	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A2c1	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A2c2	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A2c3	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A3a1	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A3a2	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A3a3	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A3a4	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A3b1	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A3c1	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A3c2	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A3c3	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A3c4	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A4a1	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A4a2	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A4a3	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A4a4	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A4a5	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A4a6	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A4a7	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A4b1	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A4b2	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A4b3	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A4b4	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A4b5	https://onet.org.ai/Occupation/19-403100	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1a1	https://onet.org.ai/Occupation/19-404200	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1a2	https://onet.org.ai/Occupation/19-404200	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1a3	https://onet.org.ai/Occupation/19-404200	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1a4	https://onet.org.ai/Occupation/19-404200	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1b1	https://onet.org.ai/Occupation/19-404200	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1b2	https://onet.org.ai/Occupation/19-404200	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1b3	https://onet.org.ai/Occupation/19-404200	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1b4	https://onet.org.ai/Occupation/19-404200	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1b5	https://onet.org.ai/Occupation/19-404200	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1b6	https://onet.org.ai/Occupation/19-404200	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1b7	https://onet.org.ai/Occupation/19-404200	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1c1	https://onet.org.ai/Occupation/19-404200	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1c2	https://onet.org.ai/Occupation/19-404200	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1d1	https://onet.org.ai/Occupation/19-404200	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1e1	https://onet.org.ai/Occupation/19-404200	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1e2	https://onet.org.ai/Occupation/19-404200	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1e3	https://onet.org.ai/Occupation/19-404200	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1f1	https://onet.org.ai/Occupation/19-404200	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1f2	https://onet.org.ai/Occupation/19-404200	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1g1	https://onet.org.ai/Occupation/19-404200	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A1g2	https://onet.org.ai/Occupation/19-404200	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A2a1	https://onet.org.ai/Occupation/19-404200	requiredByOccupation	requiresAbility
abilities.org.ai	https://abilities.org.ai/1A2a2	https://onet.org.ai/Occupation/19-404200	requiredByOccupation	requiresAbility
